28	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0
1	21	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1
0	0	44	1	1	0	1	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	0	1	0
1	0	1	11	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	0	0	0	1	1
1	1	1	1	31	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0
0	1	0	1	0	28	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
1	0	1	1	1	0	34	1	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1
0	0	1	1	1	1	1	23	1	0	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1
0	0	0	0	0	1	0	1	43	1	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1
0	1	1	1	1	1	1	0	1	15	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	1	0	1	0	0	1
1	1	0	1	0	1	0	1	0	0	26	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0
1	1	1	1	0	0	0	1	1	0	1	25	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	0
0	0	0	1	0	1	0	0	1	1	0	0	48	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0
0	1	1	0	1	1	1	0	1	0	0	0	1	44	0	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1
1	0	0	1	0	1	1	1	0	1	1	0	0	0	11	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1
1	0	1	1	0	0	1	1	0	1	1	0	0	1	0	23	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1
1	1	0	0	0	1	0	0	1	0	1	1	0	1	1	0	5	0	0	1	1	0	1	1	0	1	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	0
1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	36	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	1
1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	21	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0
1	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1	0	1	47	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	0	0
1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	0	31	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	1	0
0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	0	1	47	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1
0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	10	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	1
1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	12	1	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1
1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	1	4	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0
1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	4	1	1	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	0
1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	48	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0
1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	0	38	1	1	0	0	1	1	0	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1
1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	1	21	0	1	1	1	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1
1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	29	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0
1	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	48	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	1
0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	8	0	0	0	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1
0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	23	1	0	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1
1	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	0	1	27	0	0	1	1	1	0	1	1	1	0	0	0	1	1	0	1
0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0
1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	18	0	0	1	0	1	0	0	1	0	0	1	0	0	0
1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	42	1	0	0	1	1	0	1	1	0	0	1	1	0
1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	15	1	1	0	0	1	1	1	1	0	0	0	0
1	0	1	0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	1	0	1	14	1	1	1	0	1	1	0	0	1	1	1
0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	12	0	0	1	1	1	1	1	0	0	0
1	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	0	1	1	0	1	0	35	0	0	1	0	0	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	0	0	23	1	1	0	0	0	0	0	0
1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	36	0	0	1	0	0	1	1
1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	4	0	1	1	0	0	1
1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	21	0	0	1	1	1
1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	33	1	1	0	1
1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	44	0	1	1
0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	17	0	1
1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	24	0
0	1	0	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	34
